% Dataset de Análisis Táctico en Fútbol
@RELATION futbol_tactico

@ATTRIBUTE tiempo REAL
@ATTRIBUTE id_jugador REAL
@ATTRIBUTE equipo STRING
@ATTRIBUTE posicion_x REAL
@ATTRIBUTE posicion_y REAL
@ATTRIBUTE velocidad REAL
@ATTRIBUTE aceleracion REAL
@ATTRIBUTE frecuencia_cardiaca REAL
@ATTRIBUTE pase_exitoso REAL
@ATTRIBUTE distancia_al_balon REAL
@ATTRIBUTE posesion_equipo REAL
@ATTRIBUTE presion_rival REAL
@ATTRIBUTE formacion STRING
@ATTRIBUTE zona_controlada STRING
@ATTRIBUTE categoria_jugador STRING

@DATA
0,11,Visitante,86.02770094006183,37.542883904778776,6.791600375809629,2.026124985248754,80,1,24.70026420881037,36.29624080140065,7.310650203230098,4-4-2,ataque,Reservista
1,5,Visitante,8.636788119221473,41.52562823952604,3.6969343981754497,0.969442098506329,73,1,28.493444553432862,42.3779847370044,5.488894359377131,3-5-2,ataque,Titular
2,22,Visitante,29.22120282090771,49.09350803659775,4.345812923339812,4.346265602553995,156,0,44.101478260848005,40.69236306249215,6.967232783781434,5-3-2,ataque,Titular
3,11,Local,70.89360509041886,43.72286877757762,9.106800374712142,1.7584425593869768,99,0,10.768535743783216,68.59260465977587,3.82194735657168,3-5-2,defensa,Reservista
4,14,Local,16.412157928898296,28.544826981937742,7.491217221701653,2.6239226481712525,156,0,43.44562898295551,51.95214014109536,8.253600274711957,5-3-2,defensa,Titular
5,9,Local,16.761590519653925,37.203175620348304,9.361315865783109,3.0856334557868514,134,1,40.8128197452868,46.6176012775822,3.734264481835973,5-3-2,defensa,Titular
6,7,Local,44.0042366684562,31.31044301669498,7.914063588213342,2.5296434114293973,63,0,10.253699785695677,31.493068042206307,8.187752387119833,5-3-2,defensa,Suplente
7,19,Local,67.11436808507777,39.49384762658293,6.532937832095072,4.845568890378684,122,0,39.01900854240218,61.06249426067061,5.61239128334764,3-5-2,defensa,Reservista
8,22,Local,96.67737040385816,0.4315127754643988,5.353018128812358,2.0948638188786077,144,0,19.159655412645915,64.06912428243012,5.784884876237202,5-3-2,defensa,Reservista
9,14,Visitante,49.47515011667083,21.34901362138179,4.2627920395909245,0.1333702460060604,77,0,39.85913861909848,53.65418278983063,7.812158988074027,3-5-2,defensa,Suplente
10,20,Visitante,42.94805186686652,22.377380522927886,8.270232352996523,0.7509966805414964,74,0,8.403728742429623,42.07818409781921,1.420862818746015,3-5-2,ataque,Suplente
11,17,Local,41.35356424042682,45.51629347641068,3.049078855272901,4.121819511505329,102,1,25.930754676701984,54.61679571831382,5.937760145685839,4-4-2,ataque,Suplente
12,11,Local,44.6926581478964,36.65311915998252,8.602964124915713,3.453365313190293,62,1,42.73735947246813,33.63129107258505,1.112530803095252,4-3-3,mediocampo,Suplente
13,18,Local,93.52035179177388,15.857235804650616,9.58048788892314,4.238133851948943,81,0,20.307238600890525,52.15374182829368,3.22741804890718,3-5-2,ataque,Reservista
14,8,Visitante,18.645620867123856,43.6600359208901,0.0941995254930605,1.1255090430518189,130,0,3.371959266849939,40.071649696693946,5.813265555430752,4-3-3,defensa,Titular
15,21,Visitante,65.39389370549429,1.596220243102947,9.493374810894649,1.9642622197242896,132,0,15.966868230936626,61.471821932701765,9.73259521613618,3-5-2,mediocampo,Suplente
16,22,Local,64.71675707022447,0.758843543383525,0.3865808239131318,1.5333623588866965,159,0,18.490761439880757,64.5592915956927,9.692459328626365,3-5-2,defensa,Suplente
17,5,Visitante,42.46571047204617,30.06585324522284,5.362093646606598,0.7099778456993922,176,1,30.160140754313463,42.574361086989896,1.414300538559213,5-3-2,mediocampo,Suplente
18,2,Visitante,56.265692282895166,19.92930396085132,6.735672261948757,4.439436046549182,177,1,35.75815654006397,59.84583670385632,2.9386403000587173,3-5-2,mediocampo,Suplente
19,22,Local,93.7806210262284,49.28473398902102,4.830173726404766,2.291673606579579,144,0,11.999538646462454,66.63457058942632,2.0654437714141025,4-3-3,mediocampo,Reservista
20,12,Visitante,16.311240419580663,38.039763340455465,3.978008345052114,4.2550611411139885,150,0,8.782838291398454,46.66383945837991,5.129761595288223,4-4-2,ataque,Titular
21,14,Local,30.639823541390708,19.03753397881375,8.288784710392399,0.9322226058684469,169,1,1.5021107561160318,44.02814130677199,4.322034438783744,5-3-2,ataque,Titular
22,13,Local,68.42327277889741,6.967181564547026,6.831545465973493,3.993498181652337,112,0,4.640803101972052,67.7137302266586,3.8881827506177817,4-4-2,defensa,Reservista
23,14,Visitante,64.47635394488509,27.612597722873144,6.393813034477992,4.709752205918575,84,1,17.669125715694978,38.58477122090484,1.515294780116426,3-5-2,ataque,Suplente
24,19,Local,45.50665620985512,5.542895825404664,8.160819435918764,4.298550330553975,150,1,12.579446537277231,35.325127153807216,6.972075711951279,5-3-2,defensa,Suplente
25,17,Local,49.18944710399121,37.41697379356802,2.207825055029433,1.789901546541105,85,1,22.181307960232783,50.56086762121218,2.9286536196541304,3-5-2,ataque,Suplente
26,13,Visitante,83.3814975176892,20.68705794928511,8.225050683680406,1.1027230367045426,92,1,38.50290915587468,36.644289313748246,2.4145640524166656,3-5-2,ataque,Reservista
27,12,Local,0.8968395813819696,49.51305289939851,3.7225134548904193,4.751212483544877,97,1,38.04335695285573,47.19145146308748,4.334289337163499,4-4-2,ataque,Titular
28,3,Local,71.83918530188053,0.2571412642546899,0.8228559905240174,3.574615532575756,87,1,2.0066865517798904,60.246701341564616,8.883761208602674,4-4-2,ataque,Reservista
29,11,Local,30.49353908613962,13.781964066905594,0.9085295174698128,1.8244753453046536,61,1,2.787502386157975,49.37483488994819,3.1856885551533143,4-3-3,mediocampo,Titular
30,18,Local,80.05792805291637,48.15443430018154,2.11792299118669,0.332900528597761,103,0,37.98530635204781,31.332314809005048,8.96729866190049,4-3-3,ataque,Reservista
31,16,Visitante,74.8659254248771,7.418755469530841,3.668417210271975,4.634921901927763,65,1,15.965404004298666,53.24819354729438,9.097414242864216,3-5-2,mediocampo,Reservista
32,15,Local,87.65287243077637,28.390948298753443,1.7815382692412562,3.39323529323815,73,0,24.51877525023861,55.04334530178501,9.16181829779886,4-4-2,ataque,Reservista
33,14,Local,47.41006508452965,32.762743198089424,5.888488077901589,0.456109337674786,86,1,40.97497289293928,32.24058409668246,5.357862845649504,3-5-2,defensa,Suplente
34,17,Local,35.231565767004646,18.973714351036254,1.0611505502809404,2.567667131887652,85,0,36.31577647769925,69.031493673521,5.841606349256832,5-3-2,defensa,Suplente
35,8,Visitante,89.58892260780637,7.460550657019188,5.735247412516805,1.0195888575982863,111,0,9.746607251156025,45.79031954322801,2.206993948417776,4-3-3,mediocampo,Reservista
36,7,Visitante,82.45939116044234,8.250114759293819,0.9448500721689868,3.7423639217452855,122,0,40.22000593450488,38.30240172727875,7.108591743488619,3-5-2,ataque,Reservista
37,18,Local,15.49610754368327,7.587979306809167,9.941519810768352,1.6233281563771318,77,1,25.33958553643077,69.57963726953449,6.963033744554716,4-3-3,ataque,Titular
38,15,Visitante,31.13443501447393,36.11269206901843,5.591308447717051,3.314024638378961,124,1,37.32569263476322,33.25157091928415,2.5505257611277057,4-3-3,ataque,Titular
39,7,Local,68.7917903095255,44.91007360280374,7.977079939850945,0.4215683764311101,152,0,46.345960177299816,66.28200471310089,6.042580889171165,4-3-3,ataque,Reservista
40,5,Visitante,17.963777501728618,17.04817397867248,1.1476506597597258,1.430616149430014,72,1,28.849724870522937,30.409153178109463,7.687079498543152,4-3-3,mediocampo,Titular
41,3,Visitante,90.0072737246055,26.34338730712285,9.936303863672906,2.231467945883256,79,0,23.738470548086426,41.75131210773751,6.932499548948761,4-3-3,ataque,Reservista
42,1,Visitante,5.993475732379183,47.92814677193884,1.2669512341404732,0.6276595571911475,92,0,3.820625004926759,30.467932104304776,2.533621028108389,4-3-3,defensa,Titular
43,12,Visitante,50.055139573272086,35.08757695851391,5.315932607312858,3.874482150275206,106,1,32.92878941223292,31.122127044345184,7.83665638151827,4-4-2,mediocampo,Suplente
44,15,Local,6.918988537175041,27.311389219658555,2.616123978770837,4.819573033099254,97,1,27.639981935219883,60.06716116714757,9.545223752983151,5-3-2,mediocampo,Titular
45,2,Local,69.30218368146367,49.714933414165046,2.8597186457878943,2.691696319582813,179,1,42.53782983512364,68.5023749948893,3.545191497367985,4-4-2,mediocampo,Reservista
46,18,Visitante,33.46038010779381,20.48036603783373,4.304131367953535,1.0738191459757078,120,1,25.004660046390075,64.14975136144315,9.43142622443151,3-5-2,mediocampo,Suplente
